theta,r
1.418151078858807,4.785031708538562
0.8106163078904541,4.485065117354346
1.7790587906595658,5.711056222726308
2.094563688614442,4.305453289248169
1.051541305247323,4.519427286841063
1.1207475889697323,4.524480496119828
1.380596020303266,3.8733292302300937
0.8959827088053389,5.535000326358486
2.0996429014633313,5.510538788322529
0.5363513023094415,5.831450494116606
1.6783063375614977,5.279572711538471
1.135813250592756,4.798238767335846
2.0253189116111407,5.974881208357299
2.8069698736475215,4.994447366313328
2.4800974356909,5.720008118922127
1.8207028662324842,5.393789146519931
2.17517713346693,5.0145018696244215
1.4934727027893813,4.4480684129339005
1.4951172257971206,6.10938654747245
2.1311814942064533,5.1206157748070575
1.184031688944742,5.532998418264741
2.2211141829531034,4.627041999734261
1.3909903427930894,4.1800718866699
2.4909669324713426,4.330570213207546
2.505035235590775,5.217584731842788
6.04970230399498,4.348955303195535
1.2989044597551198,5.719461367517193
2.378468203717501,4.6782779453537024
1.5185241973823813,5.5056560839017115
2.920200623577363,4.345423864103004
1.727081798066814,4.892952806574297
1.720772414685515,4.8213889659911
2.2726797304527975,4.361868386141044
1.3182744530796273,5.238263363393358
0.6755887918127967,4.880763687555136
0.7965791640375977,4.210618261158598
0.38581549389898706,4.915983111007984
1.384937729373837,3.8816557814605295
1.5156212138833527,6.121374867880089
1.7490811239275843,5.84126432906606
1.6540721502627398,5.319515010716713
2.189364754825533,5.384825624032189
0.9094139600491395,6.10165708113917
1.523975818025921,5.073119648146898
1.158431690215032,4.96284470415872
0.7604440233059325,5.677983064164015
1.94082599659231,5.941649252584702
1.782765770979064,4.695414255399017
1.054709266168216,4.320825319963362
2.0297739331750746,5.025418496896797
2.3232459237237766,4.725465329300642
0.6397730519943439,4.050095296141162
1.5255911856179771,4.108181532346484
1.600497680619933,4.9471979583834615
1.9103100639554367,5.163282084041522
1.7015625927810618,5.49980857040481
1.3620277700698429,5.313273488511155
1.513164331721618,5.440503271756184
2.0055427126404375,4.774914441906299
1.6688124105277158,5.230653895547734
1.79231680003805,5.674691566779701
1.738334347984946,4.77118431209663
1.9195743596796784,5.293755657088428
1.1542940611341168,5.357332579054493
0.7479088276742255,5.129895624219024
2.519120920934693,4.841558027186083
2.7471167349727397,5.806170023413437
2.159747500166557,5.149142953462438
1.8825919782831866,4.184425692116263
2.728823132144632,3.983661175094455
1.4999123182887486,4.793595431047705
2.300978135830942,4.849839056922953
1.7212724670712076,3.8651458521400475
2.6836977173367,5.2723008559868685
0.6029194162227373,4.886595255837717
2.3218032551512113,5.368553896387462
1.4133468945903025,4.307001527514323
0.6686411052628646,5.30300685345906
1.8014905964778007,5.0978183048804455
2.3195972620101086,5.596435472842689
2.1245599821451315,6.165521878004622
1.3780002323672316,5.252025147628556
1.3686087925572241,5.514340103522844
0.9745175993116851,4.31577534784824
1.8723387019386846,5.315732612665434
0.8582298740389263,4.6411815495727895
0.4633263333648445,5.171983043842904
1.7792227627211727,5.336718576813587
2.354260009690807,5.306129690673211
1.592306719497336,5.138633351403722
2.9038303971138477,4.831588155866704
0.577751779919047,5.170320324765815
2.4744773710224055,4.716858404266656
1.0290602654543255,5.488902027298213
2.503580040424346,5.115309689831964
1.854040498009446,4.78566214278174
1.249356050083204,6.057138506372131
1.0285311391642482,4.90919260657259
2.2074026402220013,4.853338648768745
0.9370361568614812,5.296090595831443
1.5917406581014022,4.789086856323388
2.275352780774493,5.215235550810354
0.9395495808049282,4.316687651452692
2.193227478634106,4.578106938851336
1.4176070972608703,5.637579675565871
1.9565829484846016,4.9235328969398084
1.9714741026874234,4.992877623142109
1.6586703960337275,4.93188416133192
2.0990477778472703,4.789391573783526
1.8006646478750659,4.784949102795731
2.418022711817036,5.216828616572769
2.4045061392338662,5.0988766010374675
1.6851162200274596,4.865036010923875
1.668080727701329,4.823797321212879
2.24116313448706,5.1152365938436954
1.1176634539395047,5.963335474402867
2.488374236157493,4.9408144212183975
2.275153626322595,5.077891715494383
1.236199402246274,4.6270319546671335
0.7427578523250823,4.176670114571981
2.2733284676514254,4.631320316899791
3.0267424255675497,5.087122686914993
1.9174444196768523,5.152537536293054
2.6878112798540856,5.387438069041367
1.0048834480769926,4.893343255835935
1.588990866460815,5.778126197947061
1.210250881938609,5.3403858727119555
1.0149924056918511,5.262963101813037
2.554882694316103,4.854673485874111
0.7723245614133957,5.056064756659516
1.1118074659613493,4.752194599247135
0.0806379336543146,4.566477115049903
1.9123868724576079,4.7004841508240185
1.840280507557614,4.799822231752182
1.595257435196767,3.6618611159683985
0.7537826181526643,5.105707065347092
1.3491798791637175,4.588315383020526
1.1188777134944468,3.9055939533856483
1.2671341297441754,5.368546818045696
1.2295536903877307,5.394983642415005
1.1591320539182033,5.890498253118475
1.479047547062645,4.053655462601978
1.747756702362465,4.1443177716872635
1.7746113293512797,5.50582741869645
1.7878989879094305,4.41446092125845
1.7548619870935358,5.2120048868721796
1.8429734815780836,4.818581738951227
3.1433302101706273,4.559667169009949
1.5701508414960348,6.204424216105545
1.1167686774976302,5.250111085811249
0.7064990491475417,5.439838047056569
2.3985845278953963,4.704933725255276
1.6951047935393402,5.278696123906601
2.2944049778629116,6.130045532899013
2.6213638699363164,3.6132209550414904
1.9111450219429118,4.1799894851411805
1.028583433391969,6.313389174308193
1.1482968216643552,5.586590038338513
1.5476612928043916,4.841156240958968
0.7355961368484364,4.030323324489196
2.0770123185189027,4.51325475575105
0.10869921904123125,4.0233352971417355
1.8048288697471928,4.2779529332655475
1.6276789653949597,5.051604140658087
2.411683864951103,5.277092379723743
1.167000209194854,4.974939973671535
0.4298117218885269,3.7369057654983813
2.145757447729095,4.773860972242389
2.2150983123037182,5.303189161117156
1.3490360031363684,4.825918166151082
2.0918628951369573,4.513445677027102
1.6743447885164082,5.1075698155724325
1.68925894309996,5.657621451521625
0.8483485295317941,5.290176609466874
1.984293312952203,4.207958476617196
0.8716515260273462,4.505943852570072
0.9873928033430786,4.4620935319037764
1.0161712940874312,5.629480834897164
2.612054783915385,5.82587787573218
1.280952529504761,6.240017400324201
2.0182581407141975,3.96595740471421
1.686176949399056,4.0518793752226046
0.8668699101470814,6.270021589965273
1.3289327008196876,5.867705649508962
2.1996260141561303,4.9430452453371
1.3858148390905858,4.351080658665026
1.327364189689571,5.217565394537012
2.8042468066059163,4.6316171425402635
2.8501965965633635,4.796616501968975
0.6667901161461925,4.67590625536454
2.1202455391479247,4.150739614033134
0.4439425803411672,4.384727896354155
0.5401880322814874,5.697006947233458
1.9541870613905419,5.450508504288021
1.0803128408369136,4.295398100894763
1.3571948586083586,4.85737346316438
2.1695174038838494,4.876154280348167
0.5878507262094719,4.742757554391669
0.723326692586921,5.248235571414632
0.574558362350701,4.215726312464048
2.5858392498440743,4.558317746301176
1.9393614269374335,4.712509777811671
1.2606223771942706,4.462069142927836
1.3540231371359146,4.3450557719783305
0.7775572886289341,4.778139041410124
1.9677462766971847,4.720108102266449
2.245010657158545,5.456743579102574
1.2117231447734182,5.612428580870779
1.9457760632378147,4.614835983144613
0.8732938503258892,5.8420793502866735
2.167967022410667,4.927236236652987
1.8753773558933369,5.997919170125266
1.4279735054888871,6.129618868242088
2.0178259730101042,6.186440660719326
1.3027308861166014,5.6205528948215955
1.6958787709832726,4.657730508611577
1.9065310689746362,4.248001173661003
2.5489973431822404,4.995902101528395
2.189878278099027,5.026988013118955
1.7554024494006981,5.391592065606913
2.2799995707049505,4.6873886498273665
0.6780945623903413,5.386404721968012
1.9243780644985364,3.723101191829967
1.5191563131084338,3.861609756215412
2.162396999887977,4.813028335505232
1.226741569266236,4.820086784829196
1.2158485643286319,5.311375805811917
1.1637234384518065,5.958742791607824
1.0195811626953315,5.972185891892446
1.1988874856359724,5.367044864919677
1.5213122992030443,4.98196570421069
1.6270920460243432,4.251575768247208
1.9856163464230216,5.327874155876175
1.4776988860529,5.03121180846626
1.096878535582336,5.0751086717853156
2.2546275523742243,5.02113829030217
2.190492335215774,4.475042943739723
1.4691247888962873,5.612797767027715
1.9997770824022763,5.392937827801436
1.8068172384331147,4.929894103810641
1.8328502450724635,5.063678065597429
1.7946766805655439,5.0659969753881064
2.054197892474189,5.3839670743367485
1.8572698205812954,4.895188388100558
0.9478138901038136,5.6161457934793
1.2210693925923488,3.9216234547750957
1.669515727481819,5.140864141274859
1.3552003061207545,3.822200276714801
1.86314965749817,4.758422286417945
1.714449572296257,4.670907772879008
1.1600060747823955,4.831960836167699
0.9248509712613279,3.96837930477329
1.5970530147691202,4.588219895288151
1.7016874620164697,4.162514551837706
1.0490977434980011,6.238678008956777
1.9333859663734105,4.519190674695261
1.501949315711196,5.100401458218579
1.3663257021568602,4.232250372976666
0.7833772094539375,4.601602994556169
0.9875588290228572,5.279383061622618
0.5234522909881896,4.42881631455973
1.726004366772765,5.389247746417472
0.5389843910182321,4.119039776527103
2.5770606190638574,5.155499824987017
1.3025318140266566,5.103034072278003
1.5961606886111965,4.925291400118196
0.8459757638398544,3.8498572106793034
1.133217336605944,4.711863920643753
1.1354133162487183,4.835535742922678
1.793062785967096,5.290855289111936
1.3471083035876212,4.848924526907345
2.1277498728141944,5.744271828108437
1.321945772319268,5.575030463066677
1.3422295291710866,4.999123308642593
1.1044008395627456,4.291041477272655
2.442730905011278,4.260808612669309
0.577540289026684,4.280753092910707
1.8670645097019039,5.654553145931283
1.4483144087517696,4.763300846939123
2.3660820161256595,4.24195542217946
1.9146273945448993,4.673165012510032
1.5820985505951832,4.692828738938027
1.557454754551909,4.763671126238648
1.4699930245869959,4.4206038060268105
1.4102345892524888,5.014157677696449
0.8512169411680555,4.787549081584362
0.708460668466823,5.687140298979945
1.3071241454664821,5.54138542537676
0.957003930980155,4.290919256800783
1.0017376046824107,5.132663758446592
2.2230990964471955,5.215176091209899
1.9518919261613359,3.950439033233838
1.1621962975105,4.999866131593409
2.1151523709350855,5.304667991670882
1.735448201402801,5.028728487980655
1.5355329341810726,4.554491615808499
1.6261883010693508,4.595373293137569
2.030755808457629,5.337197737139243
1.7260959384889618,5.191537734307953
1.8991850774268426,4.4929564901221255
2.5536108426372968,5.077661990396831
0.8071059602820639,4.976783316579637
1.8457853090277,4.518940027725178
1.4318673988435706,5.8397542460124265
0.6543341873037627,3.9063509091049813
1.9562275841765975,5.628664344277905
1.8161152659369417,4.608332223172208
1.0453035355687912,5.773397081439028
2.0298766096426437,5.556733132210858
1.4312540272422916,5.036719492668323
2.3228354321814426,4.6522026182589205
1.7129431977534435,5.0315348084395985
0.7746094979340926,4.698858958156086
1.3696154454020353,5.287625038354962
1.2210288797018904,5.004438265864587
2.480851726879158,5.109189209518675
1.3188163744926573,4.5012948600599865
6.189573458286484,5.219602923560151
1.9195528927945877,5.734939144334307
1.8294144559389316,5.220972292253233
1.1672914202239755,5.579350568967443
1.8014107597059936,4.574256816905257
2.099022486753215,5.708949261512544
0.4091271786388184,5.0288464453137305
1.7616068727492515,4.6910272750921225
0.8262931695561947,5.793065502824793
1.7046905686874085,4.690741257100221
0.46233024725541094,4.684443206720817
0.8760698506475585,5.377266519998198
1.7399073279328148,4.419268628098677
6.165988273423468,5.389115707482597
1.0417948608418093,3.3576662211525035
1.7542137096425436,4.234041858098891
1.4438293418411179,4.862929041105258
1.3888762658053009,4.7190549897313065
1.0951897476485537,4.853263763933136
1.4989486668354957,4.67757948128425
2.499615607018341,5.009133802998778
1.3859519292502798,4.608755790705978
2.4509843641003806,5.168312611688312
1.9267350059666561,5.843493814369962
1.477136608301707,5.020031061720113
2.096648581869508,4.481062612959405
1.5945496881327867,4.6709881622243605
0.4770684618469694,4.578700097079262
2.0745517373676545,4.733000213388758
1.61663897056913,4.638513870267559
2.186533602157935,4.7182745710763045
2.168820183187777,5.6398081215075155
2.6702050943532063,6.469351555020624
1.4614055721142343,5.862086916819205
1.037656299228962,5.198676124155388
1.6675757289598658,5.641178094437187
1.9472482246930438,5.150656005548031
2.366783177973966,5.166618139964876
2.388920255536133,3.7678384663621047
1.5336978121928988,4.408987960879503
1.4414007031435394,4.767846589821437
1.8611673935266775,4.269288287430375
0.9275541908251247,4.75278550790011
0.6114279013109173,4.67878498739795
1.5614941674447167,5.547277796404869
2.807138852877655,4.308008781590165
1.027884748175354,6.6114742602948935
1.4631306417512817,5.692570030977861
1.8784733407501695,5.166888559395819
1.5246079676170252,5.140200360101082
1.9930231058130667,5.54339663668829
0.46971172577684506,4.970106223630854
1.3427941421004226,4.569841964324392
1.1777288696280919,4.215784791447688
1.3640950871947803,4.745962231986253
2.5910565282883704,4.996995997077579
2.3579516095146094,4.274055969183414
1.5675504948908265,4.49057917568727
1.5800237308348961,4.795890766183522
2.1169923724958553,5.703093253729876
1.9240227434328658,5.159694872596078
1.7038552900318997,4.5947070660162765
0.9276468474950326,4.24510733186308
2.3340618512965623,5.365983396659796
